ID / IDENTIFIANT,ORGANISATION,GROUP AND LEVEL  / GROUPE ET NIVEAU,PROVINCE_FR,PROVINCE_EN,FIRST OFFICIAL LANGUAGE / PREMIÈRE LANGUE OFFICIELLE (EN),MEMBERS OF VISIBLE MINORITIES / MINORITÉS VISIBLES,INDIGENOUS PEOPLES / AUTOCHTONES,PERSONS WITH DISABILITIES / PERSONNES EN SITUATION DE HANDICAP,APPLICATION DATE / DATE DE CANDIDATURE,SALARY / SALAIRE
18170,Organisation A,FI02,Nouveau-Brunswick,New Brunswick,French,0,0,0,9-nov.-21,84924
18171,Organisation C,FI02,Manitoba,Manitoba,English,1,0,0,7-mai-21,84924
18172,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,30-nov.-21,84924
18173,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-nov.-21,84924
18174,Organisation F,FI02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,23-juin-21,84924
18175,Organisation F,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,22-juin-21,84924
18176,Organisation A,FI02,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,26-oct.-21,84924
18177,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-mai-21,84924
18178,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,28-nov.-21,84924
18179,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,22-mai-21,84924
18180,Organisation B,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-mai-21,84924
18181,Organisation A,FI02,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,2-nov.-21,84924
18182,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),English,1,0,0,21-mai-21,84924
18183,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,1,29-nov.-21,84924
18184,Organisation C,FI02,Manitoba,Manitoba,English,0,0,0,21-juin-21,84924
18185,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-nov.-21,84924
18186,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,22-mai-21,84924
18187,Organisation A,FI02,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,1,0,29-oct.-21,84924
18188,Organisation A,FI02,Nouveau-Brunswick,New Brunswick,English,0,0,0,9-nov.-21,84924
18189,Organisation B,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-mai-21,84924
18190,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,27-nov.-21,84924
18191,Organisation C,FI02,Manitoba,Manitoba,English,1,0,0,29-juin-21,84924
18192,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,19-mai-21,84924
18193,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,7-oct.-21,84924
18194,Organisation F,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,17-juin-21,84924
18195,Organisation A,FI02,Nouvelle-Écosse,Nova Scotia,English,0,0,0,9-nov.-21,84924
18196,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,4-avr.-21,84924
18197,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,7-oct.-21,84924
18198,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,7-oct.-21,84924
18199,Organisation A,FI02,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,5-nov.-21,84924
18200,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,21-mai-21,84924
18201,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,28-nov.-21,84924
18202,Organisation F,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-juin-21,84924
18203,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-juin-21,84924
18204,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,29-nov.-21,84924
18205,Organisation C,FI02,Manitoba,Manitoba,English,1,0,0,22-juin-21,84924
18206,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,30-nov.-21,84924
18207,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,7-oct.-21,84924
18208,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-mai-21,84924
18209,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,4-oct.-21,84924
18210,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,28-juin-21,84924
18211,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,30-nov.-21,84924
18212,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,29-nov.-21,84924
18213,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,27-nov.-21,84924
18214,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,1,26-nov.-21,84924
18215,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,24-sept.-21,84924
18216,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,19-juin-21,84924
18217,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,1,29-nov.-21,84924
18218,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,20-mai-21,84924
18219,Organisation A,FI02,Nouveau-Brunswick,New Brunswick,French,0,0,0,4-nov.-21,84924
18220,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,29-nov.-21,84924
18221,Organisation A,FI02,Nouvelle-Écosse,Nova Scotia,English,0,0,0,9-nov.-21,84924
18222,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,30-nov.-21,84924
18223,Organisation B,FI02,Ontario (sauf la RCN),Ontario (except NCR),English,0,0,0,21-mai-21,84924
18224,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,30-nov.-21,84924
18225,Organisation A,FI02,Nouveau-Brunswick,New Brunswick,English,0,0,0,9-nov.-21,84924
18226,Organisation F,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,23-juin-21,84924
18227,Organisation A,FI02,Nouveau-Brunswick,New Brunswick,French,0,0,0,9-nov.-21,84924
18228,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,27-nov.-21,84924
18229,Organisation C,FI02,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,3-avr.-21,84924
18230,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,8-avr.-21,"105442,5"
18231,Organisation C,FI03,Nouveau-Brunswick,New Brunswick,French,0,0,0,1-avr.-21,"105442,5"
18232,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,13-août-21,"105442,5"
18233,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,16-juin-21,"105442,5"
18234,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juin-21,"105442,5"
18235,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,9-juin-21,"105442,5"
18236,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,11-juin-21,"105442,5"
18237,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,16-juin-21,"105442,5"
18238,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,16-juin-21,"105442,5"
18239,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,"105442,5"
18240,Organisation E,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,13-juil.-21,"105442,5"
18241,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,30-nov.-21,"105442,5"
18242,Organisation E,FI03,Nouveau-Brunswick,New Brunswick,English,0,0,0,10-juil.-21,"105442,5"
18243,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,16-juin-21,"105442,5"
18244,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,9-juin-21,"105442,5"
18245,Organisation C,FI03,Île-du-Prince-Édouard,Prince Edward Island,English,1,0,0,6-avr.-21,"105442,5"
18246,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-avr.-21,"105442,5"
18247,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,10-avr.-21,"105442,5"
18248,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-mai-21,"105442,5"
18249,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-juin-21,"105442,5"
18250,Organisation C,FI03,Nouvelle-Écosse,Nova Scotia,French,0,0,0,6-avr.-21,"105442,5"
18251,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,21-avr.-21,"105442,5"
18252,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-oct.-21,"105442,5"
18253,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,14-juin-21,"105442,5"
18254,Organisation C,FI03,Manitoba,Manitoba,English,0,1,0,23-août-21,"105442,5"
18255,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,23-août-21,"105442,5"
18256,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-juin-21,"105442,5"
18257,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,20-avr.-21,"105442,5"
18258,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,30-nov.-21,"105442,5"
18259,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-juin-21,"105442,5"
18260,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,9-avr.-21,"105442,5"
18261,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,20-août-21,"105442,5"
18262,Organisation C,FI03,Manitoba,Manitoba,English,0,1,0,23-août-21,"105442,5"
18263,Organisation C,FI03,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,29-mars-21,"105442,5"
18264,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,"105442,5"
18265,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,1,1,10-avr.-21,"105442,5"
18266,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,4-août-21,"105442,5"
18267,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,"105442,5"
18268,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,8-avr.-21,103929
18269,Organisation C,FI03,Nouveau-Brunswick,New Brunswick,French,0,0,0,1-avr.-21,103929
18270,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,13-août-21,103929
18271,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,16-juin-21,103929
18272,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juin-21,103929
18273,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,9-juin-21,103929
18274,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,11-juin-21,103929
18275,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,16-juin-21,103929
18276,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,16-juin-21,103929
18277,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,103929
18278,Organisation E,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,13-juil.-21,103929
18279,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,30-nov.-21,103929
18280,Organisation E,FI03,Nouveau-Brunswick,New Brunswick,English,0,0,0,10-juil.-21,103929
18281,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,16-juin-21,103929
18282,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,9-juin-21,103929
18283,Organisation C,FI03,Île-du-Prince-Édouard,Prince Edward Island,English,1,0,0,6-avr.-21,103929
18284,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-avr.-21,103929
18285,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,10-avr.-21,103929
18286,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-mai-21,103929
18287,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-juin-21,103929
18288,Organisation C,FI03,Nouvelle-Écosse,Nova Scotia,French,0,0,0,6-avr.-21,103929
18289,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,21-avr.-21,103929
18290,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-oct.-21,103929
18291,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,14-juin-21,103929
18292,Organisation C,FI03,Manitoba,Manitoba,English,0,1,0,23-août-21,103929
18293,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,23-août-21,103929
18294,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-juin-21,103929
18295,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,20-avr.-21,103929
18296,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,30-nov.-21,103929
18297,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-juin-21,103929
18298,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,9-avr.-21,103929
18299,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,20-août-21,103929
18300,Organisation C,FI03,Manitoba,Manitoba,English,0,1,0,23-août-21,103929
18301,Organisation C,FI03,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,29-mars-21,103929
18302,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,103929
18303,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,1,1,10-avr.-21,103929
18304,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,4-août-21,103929
18305,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,103929
18306,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,8-avr.-21,103884
18307,Organisation C,FI03,Nouveau-Brunswick,New Brunswick,French,0,0,0,1-avr.-21,103884
18308,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,13-août-21,103884
18309,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,16-juin-21,103884
18310,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,14-juin-21,103884
18311,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,9-juin-21,103884
18312,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,11-juin-21,103884
18313,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,16-juin-21,103884
18314,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,16-juin-21,103884
18315,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,103884
18316,Organisation E,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,13-juil.-21,103884
18317,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,30-nov.-21,103884
18318,Organisation E,FI03,Nouveau-Brunswick,New Brunswick,English,0,0,0,10-juil.-21,103884
18319,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,16-juin-21,103884
18320,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,9-juin-21,103884
18321,Organisation C,FI03,Île-du-Prince-Édouard,Prince Edward Island,English,1,0,0,6-avr.-21,103884
18322,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,21-avr.-21,103884
18323,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,1,10-avr.-21,103884
18324,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,29-mai-21,103884
18325,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-juin-21,103884
18326,Organisation C,FI03,Nouvelle-Écosse,Nova Scotia,French,0,0,0,6-avr.-21,103884
18327,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,21-avr.-21,103884
18328,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-oct.-21,103884
18329,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,14-juin-21,103884
18330,Organisation C,FI03,Manitoba,Manitoba,English,0,1,0,23-août-21,103884
18331,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,23-août-21,103884
18332,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-juin-21,103884
18333,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,20-avr.-21,103884
18334,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,30-nov.-21,103884
18335,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,15-juin-21,103884
18336,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,9-avr.-21,103884
18337,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,20-août-21,103884
18338,Organisation C,FI03,Manitoba,Manitoba,English,0,1,0,23-août-21,103884
18339,Organisation C,FI03,Ontario (sauf la RCN),Ontario (except NCR),French,0,0,0,29-mars-21,103884
18340,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,103884
18341,Organisation C,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,1,1,10-avr.-21,103884
18342,Organisation C,FI03,Manitoba,Manitoba,English,0,0,0,4-août-21,103884
18343,Organisation F,FI03,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,16-juin-21,103884
18344,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-oct.-21,118992
18345,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-oct.-21,118992
18346,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,5-oct.-21,118992
18347,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,French,0,0,0,21-juin-21,118992
18348,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,English,0,0,0,21-juin-21,118992
18349,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,1,12-oct.-21,118992
18350,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,1,12-oct.-21,118992
18351,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,12-oct.-21,118992
18352,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,118992
18353,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,4-oct.-21,118992
18354,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-oct.-21,118992
18355,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,12-oct.-21,118992
18356,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,2-oct.-21,118992
18357,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,12-oct.-21,118992
18358,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,4-oct.-21,118992
18359,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,118992
18360,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,4-oct.-21,118992
18361,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,6-oct.-21,118992
18362,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,4-oct.-21,118992
18363,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,118992
18364,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,1-oct.-21,118992
18365,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-sept.-21,118992
18366,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,12-oct.-21,118992
18367,Organisation A,FI04,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,28-avr.-21,118992
18368,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,3-oct.-21,118992
18369,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,118992
18370,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,30-sept.-21,118992
18371,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,12-oct.-21,118992
18372,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,French,0,0,0,21-juin-21,118992
18373,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,4-oct.-21,118992
18374,Organisation A,FI04,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,3-mai-21,118992
18375,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,2-oct.-21,118992
18376,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,1,4-oct.-21,118992
18377,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,10-oct.-21,118992
18378,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,1-oct.-21,118992
18379,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-sept.-21,118992
18380,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,12-oct.-21,118992
18381,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,118992
18382,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-oct.-21,"117233,5"
18383,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-oct.-21,"117233,5"
18384,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,5-oct.-21,"117233,5"
18385,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,French,0,0,0,21-juin-21,"117233,5"
18386,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,English,0,0,0,21-juin-21,"117233,5"
18387,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,1,12-oct.-21,"117233,5"
18388,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,1,12-oct.-21,"117233,5"
18389,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,12-oct.-21,"117233,5"
18390,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,"117233,5"
18391,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,4-oct.-21,"117233,5"
18392,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-oct.-21,"117233,5"
18393,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,12-oct.-21,"117233,5"
18394,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,2-oct.-21,"117233,5"
18395,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,12-oct.-21,"117233,5"
18396,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,4-oct.-21,"117233,5"
18397,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,"117233,5"
18398,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,4-oct.-21,"117233,5"
18399,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,6-oct.-21,"117233,5"
18400,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,4-oct.-21,"117233,5"
18401,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,"117233,5"
18402,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,1-oct.-21,"117233,5"
18403,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,30-sept.-21,"117233,5"
18404,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,12-oct.-21,"117233,5"
18405,Organisation A,FI04,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,28-avr.-21,"117233,5"
18406,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,3-oct.-21,"117233,5"
18407,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,"117233,5"
18408,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,30-sept.-21,"117233,5"
18409,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,12-oct.-21,"117233,5"
18410,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,French,0,0,0,21-juin-21,"117233,5"
18411,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,0,4-oct.-21,"117233,5"
18412,Organisation A,FI04,Terre-Neuve-et-Labrador,Newfoundland and Labrador,English,0,0,0,3-mai-21,"117233,5"
18413,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,2-oct.-21,"117233,5"
18414,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,0,0,1,4-oct.-21,"117233,5"
18415,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,10-oct.-21,"117233,5"
18416,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,1-oct.-21,"117233,5"
18417,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,29-sept.-21,"117233,5"
18418,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,1,0,12-oct.-21,"117233,5"
18419,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,12-oct.-21,"117233,5"
18420,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,0,0,0,10-oct.-21,"115798,5"
18421,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),French,1,0,0,12-oct.-21,"115798,5"
18422,Organisation C,FI04,Québec (sauf la RCN),Quebec (except NCR),English,1,0,0,5-oct.-21,"115798,5"
18423,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,French,0,0,0,21-juin-21,"115798,5"
18424,Organisation A,FI04,Nouveau-Brunswick,New Brunswick,English,0,0,0,21-juin-21,"115798,5"
